Nom du site,Categorie,Adresse 1,Adresse 2,Code Postal,Ville,Numero de telephone,Email,Longitude,Latitude
Ecole Canet Larousse,Ecoles elementaires,boulevard Larousse,,13014,Marseille,04 91 67 21 55,ecole.canetlarousse@cime.org,5.38111393143973,43.3295536963824
Ecole Edouard Vaillant,Ecoles elementaires,16 avenue Edouard Vaillant,,13003,Marseille,04 91 02 66 90,ecole.edouardvaillant@cime.org,5.37809942063034,43.3164477606699
Ecole Canet Jean Jaures,Ecoles elementaires,20 rue du Muret,,13014,Marseille,04 91 98 00 69,ecole.canetjeanjaures@cime.org,5.38120357148832,43.3319584029545
Ecole Maurelette,Ecoles elementaires,39 boulevard Simon Bolivar,,13015,Marseille,04 91 60 75 62,ecole.maurelette@cime.org,5.37567337369218,43.3449334143639
Ecole Chateau Gombert Athena,Ecoles elementaires,13 rue Robert de Roux,,13013,Marseille,04 91 61 81 60,ecole.chateaugombertathena@cime.org,5.44477467645844,43.3376500857466
Ecole Convalescents,Ecoles elementaires,13 rue des Convalescents,,13001,Marseille,04 91 91 06 93,ecole.convalescents@cime.org,5.37950396323761,43.3001835808935
Ecole Vincent Leblanc,Ecoles elementaires,32 rue Vincent Leblanc,,13002,Marseille,04 91 91 26 07,ecole.vincentleblanc@cime.org,5.36812775926037,43.3055095720964
Ecole Malpasse,Ecoles elementaires,16 rue Dr Grenier,,13013,Marseille,04 91 66 10 18,ecole.malpassegrenier@cime.org,5.41510477630079,43.3208187312185
Ecole Feuilleraie,Ecoles elementaires,87 boulevard de Roux,,13004,Marseille,04 91 49 66 04,ecole.feuilleraie@cime.org,5.40770985837075,43.3071283093732
Ecole Dahdah,Ecoles elementaires,15 boulevard Dahdah,,13004,Marseille,04 91 64 34 55,ecole.dahdah@cime.org,5.39398908475568,43.3104377470472
Ecole Saint Just Corot,Ecoles elementaires,130 traverse Signoret,,13013,Marseille,04 91 66 39 73,ecole.saintjustcorot@cime.org,5.40638482061418,43.3240687866689
Ecole Chateau Sec,Ecoles elementaires,51 chemin Joseph Aiguier,,13009,Marseille,04 91 75 50 92,ecole.chateausec@cime.org,5.40839605655432,43.2545395659717
Ecole Saint Jerome Village 1,Ecoles elementaires,15 avenue de Saint Jerome,,13013,Marseille,04 91 66 42 12,ecole.saintjeromevillage1@cime.org,5.41857823259899,43.3296466658353
Ecole Saint Joseph Servieres,Ecoles elementaires,place des Compagnons Batisseurs,Castors de Servieres,13015,Marseille,04 91 60 53 35,ecole.saintjosephservieres@cime.org,5.37426816131888,43.3440258607429
Ecole Saint Just Centre 1,Ecoles elementaires,14 rue St George,,13013,Marseille,04 91 66 43 11,ecole.saintjustcentre1@cime.org,5.40630356585541,43.3194832305562
Ecole Aygalades Oasis 1,Ecoles elementaires,boulevard de la Padouane,,13015,Marseille,04 91 60 17 31,ecole.aygaladesoasis1@cime.org,5.36817644741767,43.3547146420941
Ecole Merlan,Ecoles elementaires,70 Chemin du Merlan,,13014,Marseille,04 91 98 25 05,ecole.merlanvillage@cime.org,5.40805696284998,43.3383109831882
Ecole Saint Henri Raphel,Ecoles elementaires,Place Raphel,,13016,Marseille,04 91 46 09 22,ecole.sainthenriraphel@cime.org,5.3310893221647,43.36123927365
Ecole Bugeaud,Ecoles elementaires,12 rue Bugeaud,,13003,Marseille,,,5.38567523735269,43.3073209456161
Ecole Bouge,Ecoles elementaires,22 rue Marathon,,13013,Marseille,04 91 66 38 29,ecole.bouge@cime.org,5.41248492757244,43.3264791156206
Ecole Felix Pyat,Ecoles elementaires,54 rue Felix Pyat,,13003,Marseille,04 91 50 11 24,ecole.felixpyat@cime.org,5.3753685038696,43.3149864706895
Ecole Sainte Marthe,Ecoles elementaires,Bd Ricoux,,13014,Marseille,04 91 98 20 63,ecole.saintemarthe@cime.org,5.38859456532096,43.3383127325098
Ecole Chartreux Eugene Cas 1,Ecoles elementaires,217 avenue des Chartreux,,13004,Marseille,04 91 08 07 06,ecole.eugenecas1@cime.org,5.40087504880879,43.3120576480107
Ecole Emile Vayssiere 1,Ecoles elementaires,6 rue de La Crau,,13014,Marseille,04 91 98 25 85,ecole.vayssiere1@cime.org,5.3973908742887,43.3351033138086
Ecole Emile Vayssiere 2,Ecoles elementaires,5 rue de La Crau,,13014,Marseille,04 91 98 39 17,ecole.vayssiere2@cime.org,5.397251391243,43.3356620474412
Ecole Chartreux,Ecoles elementaires,117 avenue des Chartreux,,13004,Marseille,04 91 50 57 65,ecole.chartreux@cime.org,5.39952975894339,43.3072475871992
Ecole Saint Jerome Les Lilas,Ecoles elementaires,2 rue Ferdinand Leger,,13013,Marseille,04 91 98 11 05,ecole.saintjeromelilas@cime.org,5.41150405465888,43.3315958195469
Ecole Petit Bosquet,Ecoles elementaires,181 avenue de Montolivet,,13012,Marseille,04 91 66 39 64,ecole.petitbosquet@cime.org,5.41104331493121,43.3123013960735
Ecole Sinoncelli,Ecoles elementaires,51 rue Boisselot,,13014,Marseille,04 91 50 88 32,ecole.sinoncelli@cime.org,5.38910386351441,43.3188990982106
Ecole La Busserine,Ecoles elementaires,34 rue de la Busserine,,13014,Marseille,04 91 98 32 96,ecole.busserine@cime.org,5.39603124187429,43.3304232944381
Ecole Malpasse Les Lauriers,Ecoles elementaires,9 rue de Marathon,,13013,Marseille,04 91 70 02 47,ecole.malpasseleslauriers@cime.org,5.41313692343783,43.327280106968
Ecole Merlan Cerisaie,Ecoles elementaires,20 Chemin du Bassin,,13014,Marseille,04 91 98 23 58,ecole.merlancerisaie@cime.org,5.40565033614746,43.3400702700444
Ecole Saint Barthelemy Sncf,Ecoles elementaires,chemin de Sainte Marthe,,13014,Marseille,04 91 98 19 10,ecole.saintbarthelemysncf@cime.org,5.39147330421666,43.3238082593908
Ecole Saint Barthelemy Les Flamants,Ecoles elementaires,64 avenue Alexandre Ansaldi,,13014,Marseille,04 91 98 11 84,ecole.lesflamants@cime.org,5.40320953167151,43.3306506512131
Ecole Saint Joseph Les Micocouliers,Ecoles elementaires,8 bld Rolland Dorgeles,,13014,Marseille,04 91 60 15 64,ecole.micocouliers@cime.org,5.3798683007542,43.3473712729425
Ecole Savine,Ecoles elementaires,99 Boulevard de la Savine,,13015,Marseille,04 91 65 50 27,ecole.savine1@cime.org,5.36822965738084,43.3679257830808
Ecole Parc Kalliste 1,Ecoles elementaires,124 chemin des Bourrely (Notre Dame Limite),,13015,Marseille,04 91 51 18 42,ecole.parckalliste1@cime.org,5.3648177262065,43.3862687527304
Ecole La Batarelle,Ecoles elementaires,38 rue de Lissandre,,13014,Marseille,04 91 98 43 80,ecole.batarelle@cime.org,5.41044268433244,43.3567007889733
Ecole Les Borels,Ecoles elementaires,3 boulevard Belle Vue,,13015,Marseille,04 91 60 96 08,ecole.lesborels@cime.org,5.36680327267699,43.3631522114893
Ecole Solidarite,Ecoles elementaires,54 route du Vallon Dol,,13015,Marseille,04 91 51 44 67,ecole.solidarite@cime.org,5.37188088529423,43.3885564857296
Ecole Parc Kalliste 2,Ecoles elementaires,124 chemin des Bourrely (Notre Dame Limite),,13015,Marseille,04 91 51 12 32,ecole.parckalliste2@cime.org,5.36534477057215,43.3864976275299
Ecole Capelette Cap Est,Ecoles elementaires,45 rue Charles Cerrato,,13010,Marseille,04 91 16 72 20,ecole.capest@cime.org,5.39782459013688,43.2816290157295
Ecole Croix Rouge Village,Ecoles elementaires,36 boulevard Marcel Delprat,,13013,Marseille,04 91 68 12 32,ecole.croixrouge1@cime.org,5.45502146138136,43.3341470347031
Ecole Montolivet,Ecoles elementaires,117 Bd de l'Aiguillette,,13012,Marseille,04 91 93 06 27,ecole.montolivet@cime.org,5.42788608889737,43.3173865086787
Ecole La Grognarde,Ecoles elementaires,Boulevard Soult,,13011,Marseille,04 91 44 52 44,ecole.lagrognarde@cime.org,5.435778213945,43.2927035405453
Ecole Capelette Curtel,Ecoles elementaires,72 Rue Alfred Curtel,,13010,Marseille,04 91 23 37 66,ecole.capelettecurtel@cime.org,5.40921305542877,43.2762938330422
Ecole Sainte Marthe-Audisio,Ecoles elementaires,Rue Gabriel Audisio,,13014,Marseille,,,5.39962547912518,43.3424951213521
Ecole Rouet Charles Alle,Ecoles elementaires,Rue Rouet Charles Alle,,13008,Marseille,,,5.39217320598174,43.2797373959261
Ecole Andre Allar,Ecoles elementaires,23 rue Andre Allar,,13015,Marseille,,,5.36423404930952,43.3242626438082
Ecole La Rosiere (Figone),Ecoles elementaires,71 avenue de la Figone,,13012,Marseille,04 91 93 00 88,ecole.figonne@cime.org,5.43840485871845,43.3057745828396
Ecole Les Nereides,Ecoles elementaires,113 rue de la Graniere,,13011,Marseille,04 91 35 38 01,ecole.nereides@cime.org,5.46066642252704,43.2847441988435
Ecole Eoures,Ecoles elementaires,22 boulevard Notre Dame,,13011,Marseille,04 91 43 01 25,ecole.eoures@cime.org,5.51962641676452,43.3007490911346
Ecole Saint Loup Gabriel Faure,Ecoles elementaires,17 rue Gabriel Faure,,13010,Marseille,04 91 35 12 27,ecole.gabrielfaure@cime.org,5.43329522339637,43.2815069647011
Ecole Saint Loup Centre,Ecoles elementaires,103 bld de Saint Loup,,13010,Marseille,04 91 44 73 07,ecole.saintloupcentre@cime.org,5.43326437133147,43.2842501599874
Ecole Saint Tronc Castelroc,Ecoles elementaires,30 rue Andre Auduli,,13010,Marseille,04 91 75 65 50,ecole.castelroc@cime.org,5.43100806327545,43.2712188026469
Ecole Milliere,Ecoles elementaires,82 Bd Albert Sauze,,13011,Marseille,04 91 36 13 72,ecole.milliere@cime.org,5.50091098709026,43.2816080888559
Ecole Pomme Sainte Madeleine,Ecoles elementaires,8 Av bernard Lacache,,13011,Marseille,04 91 44 79 60,ecole.pommesaintemadeleine@cime.org,5.44874913731643,43.2948596178324
Ecole Saint Marcel,Ecoles elementaires,8 rue de Queylar,,13011,Marseille,04 91 44 70 53,ecole.saintmarcel@cime.org,5.46508740373822,43.2869097451162
Ecole Les Caillols,Ecoles elementaires,32 chemin des Campanules,,13012,Marseille,04 91 93 23 45,ecole.lescaillols@cime.org,5.44758453387529,43.3004366828063
Ecole Les Camoins,Ecoles elementaires,11 montee d'Eoures,,13011,Marseille,04 91 43 10 29,ecole.camoins@cime.org,5.5117383690516,43.30065714718
Ecole Chanteperdrix,Ecoles elementaires,36 traverse Chanteperdrix,,13010,Marseille,04 91 44 77 01,ecole.chanteperdrix@cime.org,5.43182825643181,43.2759966528996
Ecole Cite Michelis 2,Ecoles elementaires,33 avenue du Pontet,,13011,Marseille,04 91 44 70 50,ecole.citemichelis2@cime.org,5.4488276620325,43.2841746891056
Ecole La Valentine,Ecoles elementaires,avenue de la Tirane,,13011,Marseille,04 91 43 10 11,ecole.lavalentine@cime.org,5.48571338714395,43.2936957408312
Ecole Rouguiere,Ecoles elementaires,allee de la Rouguiere,,13011,Marseille,04 91 89 46 83,ecole.rouguiere@cime.org,5.4592720836408,43.2955623172058
Ecole Cite Michelis 1,Ecoles elementaires,33 avenue du Pontet,,13011,Marseille,04 91 44 73 29,ecole.citemichelis1@cime.org,5.44825781653747,43.2842682545997
